A-20.40x50P,A-20_Theotokos_Soothe_My_Sorrows,1.342477805,0.795,39.75,50,0.0197
A-21.5x7M,A-21_Sweet_Kissing,0.495207333,0.686666667,4.806666667,7,0.5
A-21.5x7P,A-21_Sweet_Kissing,0.022726995,0.686666667,4.806666667,7,0.0197
A-21,A-21_Sweet_Kissing,1.371255333,0.686666667,6.866666667,10,0.75
A-21P,A-21_Sweet_Kissing,0.046381623,0.686666667,6.866666667,10,0.0197
A-21.11x14M,A-21_Sweet_Kissing,2.687660453,0.686666667,9.613333333,14,0.75
A-21.11x14P,A-21_Sweet_Kissing,0.090907981,0.686666667,9.613333333,14,0.0197
A-21.16x20M,A-21_Sweet_Kissing,5.485021333,0.686666667,13.73333333,20,0.75
A-21.16x20P,A-21_Sweet_Kissing,0.185526492,0.686666667,13.73333333,20,0.0197
A-21.20x24M,A-21_Sweet_Kissing,7.89843072,0.686666667,16.48,24,0.75
A-21.20x24P,A-21_Sweet_Kissing,0.267158149,0.686666667,16.48,24,0.0197
A-21.24x30M,A-21_Sweet_Kissing,12.341298,0.686666667,20.6,30,0.75
A-21.24x30P,A-21_Sweet_Kissing,0.417434608,0.686666667,20.6,30,0.0197
A-21.30x40M,A-21_Sweet_Kissing,21.94008533,0.686666667,27.46666667,40,0.75
A-21.30x40P,A-21_Sweet_Kissing,0.74210597,0.686666667,27.46666667,40,0.0197
A-21.40x50M,A-21_Sweet_Kissing,34.28138333,0.686666667,34.33333333,50,0.75
A-21.40x50P,A-21_Sweet_Kissing,1.159540578,0.686666667,34.33333333,50,0.0197
A-141.5x7M,A-141_Annunciation,0.544564167,0.758333333,5.308333333,7,0.5
A-141.5x7P,A-141_Annunciation,0.025098988,0.758333333,5.308333333,7,0.0197
A-141,A-141_Annunciation,1.516459167,0.758333333,7.583333333,10,0.75
A-141P,A-141_Annunciation,0.051222424,0.758333333,7.583333333,10,0.0197
A-141.11x14M,A-141_Annunciation,2.972259967,0.758333333,10.61666667,14,0.75
A-141.11x14P,A-141_Annunciation,0.10039595,0.758333333,10.61666667,14,0.0197
A-141.16x20M,A-141_Annunciation,6.065836667,0.758333333,15.16666667,20,0.75
A-141.16x20P,A-141_Annunciation,0.204889694,0.758333333,15.16666667,20,0.0197
A-141.20x24M,A-141_Annunciation,8.7348048,0.758333333,18.2,24,0.75
A-141.20x24P,A-141_Annunciation,0.29504116,0.758333333,18.2,24,0.0197
A-141.24x30M,A-141_Annunciation,13.6481325,0.758333333,22.75,30,0.75
A-141.24x30P,A-141_Annunciation,0.461001812,0.758333333,22.75,30,0.0197
A-141.30x40M,A-141_Annunciation,24.26334667,0.758333333,30.33333333,40,0.75
A-141.30x40P,A-141_Annunciation,0.819558777,0.758333333,30.33333333,40,0.0197
A-141.40x50M,A-141_Annunciation,37.91147917,0.758333333,37.91666667,50,0.75
A-141.40x50P,A-141_Annunciation,1.28056059,0.758333333,37.91666667,50,0.0197
A-143.5x7M,A-143_Theotokos_Jerusalem,0.4596245,0.635,4.445,7,0.5
A-143.5x7P,A-143_Theotokos_Jerusalem,0.021016954,0.635,4.445,7,0.0197
A-143,A-143_Theotokos_Jerusalem,1.2665735,0.635,6.35,10,0.75
A-143P,A-143_Theotokos_Jerusalem,0.042891744,0.635,6.35,10,0.0197
A-143.11x14M,A-143_Theotokos_Jerusalem,2.48248406,0.635,8.89,14,0.75
A-143.11x14P,A-143_Theotokos_Jerusalem,0.084067818,0.635,8.89,14,0.0197
A-143.16x20M,A-143_Theotokos_Jerusalem,5.066294,0.635,12.7,20,0.75
A-143.16x20P,A-143_Theotokos_Jerusalem,0.171566975,0.635,12.7,20,0.0197
A-143.20x24M,A-143_Theotokos_Jerusalem,7.29546336,0.635,15.24,24,0.75
A-143.20x24P,A-143_Theotokos_Jerusalem,0.247056444,0.635,15.24,24,0.0197
A-143.24x30M,A-143_Theotokos_Jerusalem,11.3991615,0.635,19.05,30,0.75
A-143.24x30P,A-143_Theotokos_Jerusalem,0.386025693,0.635,19.05,30,0.0197
A-143.30x40M,A-143_Theotokos_Jerusalem,20.265176,0.635,25.4,40,0.75
A-143.30x40P,A-143_Theotokos_Jerusalem,0.686267899,0.635,25.4,40,0.0197
A-143.40x50M,A-143_Theotokos_Jerusalem,31.6643375,0.635,31.75,50,0.75
A-143.40x50P,A-143_Theotokos_Jerusalem,1.072293593,0.635,31.75,50,0.0197
A-149.5x7M,A-149-Directress,0.4940595,0.685,4.795,7,0.5
A-149.5x7P,A-149-Directress,0.022671833,0.685,4.795,7,0.0197
A-149,A-149-Directress,1.3678785,0.685,6.85,10,0.75
A-149P,A-149-Directress,0.046269046,0.685,6.85,10,0.0197
A-149.11x14M,A-149-Directress,2.68104186,0.685,9.59,14,0.75
A-149.11x14P,A-149-Directress,0.090687331,0.685,9.59,14,0.0197
A-149.16x20M,A-149-Directress,5.471514,0.685,13.7,20,0.75
A-149.16x20P,A-149-Directress,0.185076185,0.685,13.7,20,0.0197
A-149.20x24M,A-149-Directress,7.87898016,0.685,16.44,24,0.75
A-149.20x24P,A-149-Directress,0.266509707,0.685,16.44,24,0.0197
A-149.24x30M,A-149-Directress,12.3109065,0.685,20.55,30,0.75
A-149.24x30P,A-149-Directress,0.416421417,0.685,20.55,30,0.0197
A-149.30x40M,A-149-Directress,21.886056,0.685,27.4,40,0.75
A-149.30x40P,A-149-Directress,0.740304742,0.685,27.4,40,0.0197
A-149.40x50M,A-149-Directress,34.1969625,0.685,34.25,50,0.75
A-149.40x50P,A-149-Directress,1.156726159,0.685,34.25,50,0.0197
A-161.5x7M,A-161_Nativity_Theotokos,0.558338167,0.778333333,5.448333333,7,0.5
A-161.5x7P,A-161_Nativity_Theotokos,0.025760939,0.778333333,5.448333333,7,0.0197
A-161,A-161_Nativity_Theotokos,1.556981167,0.778333333,7.783333333,10,0.75
A-161P,A-161_Nativity_Theotokos,0.052573345,0.778333333,7.783333333,10,0.0197
A-161.11x14M,A-161_Nativity_Theotokos,3.051683087,0.778333333,10.89666667,14,0.75
A-161.11x14P,A-161_Nativity_Theotokos,0.103043756,0.778333333,10.89666667,14,0.0197
A-161.16x20M,A-161_Nativity_Theotokos,6.227924667,0.778333333,15.56666667,20,0.75
A-161.16x20P,A-161_Nativity_Theotokos,0.210293379,0.778333333,15.56666667,20,0.0197
A-161.20x24M,A-161_Nativity_Theotokos,8.96821152,0.778333333,18.68,24,0.75
A-161.20x24P,A-161_Nativity_Theotokos,0.302822465,0.778333333,18.68,24,0.0197
A-161.24x30M,A-161_Nativity_Theotokos,14.0128305,0.778333333,23.35,30,0.75
A-161.24x30P,A-161_Nativity_Theotokos,0.473160102,0.778333333,23.35,30,0.0197
A-161.30x40M,A-161_Nativity_Theotokos,24.91169867,0.778333333,31.13333333,40,0.75
A-161.30x40P,A-161_Nativity_Theotokos,0.841173514,0.778333333,31.13333333,40,0.0197
A-161.40x50M,A-161_Nativity_Theotokos,38.92452917,0.778333333,38.91666667,50,0.75
A-161.40x50P,A-161_Nativity_Theotokos,1.314333616,0.778333333,38.91666667,50,0.0197
A-162.5x7M,A-162_Entry,0.565225167,0.788333333,5.518333333,7,0.5
A-162.5x7P,A-162_Entry,0.026091915,0.788333333,5.518333333,7,0.0197
A-162,A-162_Entry,1.577242167,0.788333333,7.883333333,10,0.75
A-162P,A-162_Entry,0.053248805,0.788333333,7.883333333,10,0.0197
A-162.11x14M,A-162_Entry,3.091394647,0.788333333,11.03666667,14,0.75
A-162.11x14P,A-162_Entry,0.104367658,0.788333333,11.03666667,14,0.0197
A-162.16x20M,A-162_Entry,6.308968667,0.788333333,15.76666667,20,0.75
A-162.16x20P,A-162_Entry,0.212995221,0.788333333,15.76666667,20,0.0197
A-162.20x24M,A-162_Entry,9.08491488,0.788333333,18.92,24,0.75
A-162.20x24P,A-162_Entry,0.306713118,0.788333333,18.92,24,0.0197
A-162.24x30M,A-162_Entry,14.1951795,0.788333333,23.65,30,0.75
A-162.24x30P,A-162_Entry,0.479239247,0.788333333,23.65,30,0.0197
A-162.30x40M,A-162_Entry,25.23587467,0.788333333,31.53333333,40,0.75
A-162.30x40P,A-162_Entry,0.851980883,0.788333333,31.53333333,40,0.0197
A-162.40x50M,A-162_Entry,39.43105417,0.788333333,39.41666667,50,0.75
A-162.40x50P,A-162_Entry,1.33122013,0.788333333,39.41666667,50,0.0197
A-163.5x7M,A-163-Annunciation,0.565225167,0.788333333,5.518333333,7,0.5
A-163.5x7P,A-163-Annunciation,0.026091915,0.788333333,5.518333333,7,0.0197
A-163,A-163-Annunciation,1.577242167,0.788333333,7.883333333,10,0.75
A-163P,A-163-Annunciation,0.053248805,0.788333333,7.883333333,10,0.0197
A-163.11x14M,A-163-Annunciation,3.091394647,0.788333333,11.03666667,14,0.75
A-163.11x14P,A-163-Annunciation,0.104367658,0.788333333,11.03666667,14,0.0197
A-163.16x20M,A-163-Annunciation,6.308968667,0.788333333,15.76666667,20,0.75
A-163.16x20P,A-163-Annunciation,0.212995221,0.788333333,15.76666667,20,0.0197
A-163.20x24M,A-163-Annunciation,9.08491488,0.788333333,18.92,24,0.75
A-163.20x24P,A-163-Annunciation,0.306713118,0.788333333,18.92,24,0.0197
A-163.24x30M,A-163-Annunciation,14.1951795,0.788333333,23.65,30,0.75
A-163.24x30P,A-163-Annunciation,0.479239247,0.788333333,23.65,30,0.0197
A-163.30x40M,A-163-Annunciation,25.23587467,0.788333333,31.53333333,40,0.75
A-163.30x40P,A-163-Annunciation,0.851980883,0.788333333,31.53333333,40,0.0197
A-163.40x50M,A-163-Annunciation,39.43105417,0.788333333,39.41666667,50,0.75
A-163.40x50P,A-163-Annunciation,1.33122013,0.788333333,39.41666667,50,0.0197
A-185.5x7M,A-185_Theotokos_Vladimirskaya,0.553746833,0.771666667,5.401666667,7,0.5
A-185.5x7P,A-185_Theotokos_Vladimirskaya,0.025540288,0.771666667,5.401666667,7,0.0197
A-185,A-185_Theotokos_Vladimirskaya,1.543473833,0.771666667,7.716666667,10,0.75
A-185P,A-185_Theotokos_Vladimirskaya,0.052123038,0.771666667,7.716666667,10,0.0197
A-185.11x14M,A-185_Theotokos_Vladimirskaya,3.025208713,0.771666667,10.80333333,14,0.75
A-185.11x14P,A-185_Theotokos_Vladimirskaya,0.102161154,0.771666667,10.80333333,14,0.0197
A-185.16x20M,A-185_Theotokos_Vladimirskaya,6.173895333,0.771666667,15.43333333,20,0.75
A-185.16x20P,A-185_Theotokos_Vladimirskaya,0.20849215,0.771666667,15.43333333,20,0.0197
A-185.20x24M,A-185_Theotokos_Vladimirskaya,8.89040928,0.771666667,18.52,24,0.75
A-185.20x24P,A-185_Theotokos_Vladimirskaya,0.300228697,0.771666667,18.52,24,0.0197
A-185.24x30M,A-185_Theotokos_Vladimirskaya,13.8912645,0.771666667,23.15,30,0.75
A-185.24x30P,A-185_Theotokos_Vladimirskaya,0.469107339,0.771666667,23.15,30,0.0197
A-185.30x40M,A-185_Theotokos_Vladimirskaya,24.69558133,0.771666667,30.86666667,40,0.75
A-185.30x40P,A-185_Theotokos_Vladimirskaya,0.833968602,0.771666667,30.86666667,40,0.0197
A-185.40x50M,A-185_Theotokos_Vladimirskaya,38.58684583,0.771666667,38.58333333,50,0.75
A-185.40x50P,A-185_Theotokos_Vladimirskaya,1.303075941,0.771666667,38.58333333,50,0.0197
A-187.5x7M,A-187_Protection,0.495207333,0.686666667,4.806666667,7,0.5
A-187.5x7P,A-187_Protection,0.022726995,0.686666667,4.806666667,7,0.0197
A-187,A-187_Protection,1.371255333,0.686666667,6.866666667,10,0.75
A-187P,A-187_Protection,0.046381623,0.686666667,6.866666667,10,0.0197
A-187.11x14M,A-187_Protection,2.687660453,0.686666667,9.613333333,14,0.75
A-187.11x14P,A-187_Protection,0.090907981,0.686666667,9.613333333,14,0.0197
A-187.16x20M,A-187_Protection,5.485021333,0.686666667,13.73333333,20,0.75
A-187.16x20P,A-187_Protection,0.185526492,0.686666667,13.73333333,20,0.0197
A-187.20x24M,A-187_Protection,7.89843072,0.686666667,16.48,24,0.75
A-187.20x24P,A-187_Protection,0.267158149,0.686666667,16.48,24,0.0197
A-187.24x30M,A-187_Protection,12.341298,0.686666667,20.6,30,0.75
A-187.24x30P,A-187_Protection,0.417434608,0.686666667,20.6,30,0.0197
A-187.30x40M,A-187_Protection,21.94008533,0.686666667,27.46666667,40,0.75
A-187.30x40P,A-187_Protection,0.74210597,0.686666667,27.46666667,40,0.0197
A-187.40x50M,A-187_Protection,34.28138333,0.686666667,34.33333333,50,0.75
A-187.40x50P,A-187_Protection,1.159540578,0.686666667,34.33333333,50,0.0197
A-195.5x7M,A-195_Theotokos_Joy_of_All_That_Sorrow,0.600808,0.84,5.88,7,0.5
A-195.5x7P,A-195_Theotokos_Joy_of_All_That_Sorrow,0.027801955,0.84,5.88,7,0.0197
A-195,A-195_Theotokos_Joy_of_All_That_Sorrow,1.681924,0.84,8.4,10,0.75
A-195P,A-195_Theotokos_Joy_of_All_That_Sorrow,0.056738685,0.84,8.4,10,0.0197
A-195.11x14M,A-195_Theotokos_Joy_of_All_That_Sorrow,3.29657104,0.84,11.76,14,0.75
A-195.11x14P,A-195_Theotokos_Joy_of_All_That_Sorrow,0.111207822,0.84,11.76,14,0.0197
A-195.16x20M,A-195_Theotokos_Joy_of_All_That_Sorrow,6.727696,0.84,16.8,20,0.75
A-195.16x20P,A-195_Theotokos_Joy_of_All_That_Sorrow,0.226954738,0.84,16.8,20,0.0197
A-195.20x24M,A-195_Theotokos_Joy_of_All_That_Sorrow,9.68788224,0.84,20.16,24,0.75
A-195.20x24P,A-195_Theotokos_Joy_of_All_That_Sorrow,0.326814823,0.84,20.16,24,0.0197
A-195.24x30M,A-195_Theotokos_Joy_of_All_That_Sorrow,15.137316,0.84,25.2,30,0.75
